Club Name,Pitch Name,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,Annual Rainfall,Rain Days,Uses VEO,VEO Recordings,VEO Club Identifier
Milford,,52.34111100,-8.85223900,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.341111,-8.852239",https://twitter.com/milfordgaa,113.00,956.80,254.00,false,0,
Milford GAA,Moyle View Park,55.08339200,-7.70317400,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=55.083392,-7.703174",https://twitter.com/clgbnag,24.00,1173.72,301.00,false,0,
Millstreet,Duggan Park,52.06125700,-9.06597500,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.061257,-9.065975",https://twitter.com/millstreetgaa,121.00,1232.40,258.00,false,0,
Milltown,,53.20457100,-6.85567200,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.204571,-6.855672",https://twitter.com/milltowngaa,87.00,862.00,263.00,false,0,
Milltown/Castlemaine,Páirc de Búrca,52.15025900,-9.71619300,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.150259,-9.716193",https://twitter.com/milltown_castle,12.00,1395.70,279.00,false,0,
Milltown GAA,,53.53745900,-7.54632400,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.537459,-7.546324",https://twitter.com/milltownclg,92.00,972.40,261.00,false,0,
Milltown GAA,,53.61458000,-8.90446800,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.61458,-8.904468",https://twitter.com/milltown_gaa,44.00,1224.80,268.00,false,0,
Milltownpass,,53.44094600,-7.24865600,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.440946,-7.248656",https://twitter.com/milltownpassgaa,85.00,896.50,257.00,false,0,
Mitchelstown,,52.27588700,-8.28146900,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.275887,-8.281469",https://twitter.com/gaamitchelstown,107.00,1227.10,257.00,false,0,
Moate All Whites,,53.39059700,-7.69885200,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.390597,-7.698852",https://twitter.com/moateallwhites,83.00,947.10,269.00,false,0,
Modeligo,,52.14493700,-7.74537700,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.144937,-7.745377",https://twitter.com/modeligogaa,37.00,1426.20,254.00,false,0,
Mohill GAA,Philly McGuinness Memorial Park,53.91854800,-7.86365900,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.918548,-7.863659",https://twitter.com/mohillgaa,43.00,1059.50,273.00,false,0,
Monagea,Páirc na nGael,52.41729700,-9.09161100,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.417297,-9.091611",https://twitter.com/monageaclg,80.00,1035.70,265.00,false,0,
Monageer-Boolavogue,,52.52597300,-6.47619900,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.525973,-6.476199",,86.00,1048.90,245.00,false,0,
Monaghan Centre of Excellence,Cloghan,54.15839510,-6.80447470,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.1583951,-6.8044747",https://twitter.com/monaghangaa,116.00,953.40,258.00,false,0,
Monaghan GAA,St Tiernach's Park,54.18565600,-7.23574300,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.185656,-7.235743",,62.00,987.70,264.00,false,0,
Monaghan Harps,Gavan Duffy Park,54.24919300,-6.96148000,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.249193,-6.96148",https://twitter.com/monaghanharps,55.00,919.70,264.00,false,0,
Monaleen,,52.65566600,-8.55446400,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.655666,-8.554464",https://twitter.com/monaleengaa,42.00,1166.50,263.00,false,0,
Monasterevan,Fr. Prendergast Park,53.13997600,-7.05448400,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.139976,-7.054484",https://twitter.com/monasterevangaa,65.00,860.00,256.00,false,0,
Moneygall,,52.88272900,-7.94780600,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.882729,-7.947806",,128.00,977.40,251.00,false,0,
Monivea - Abbeyknockmoy GAA,,53.37762300,-8.70013100,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.377623,-8.700131",,80.00,1166.00,270.00,false,0,
Mooncoin,,52.29397300,-7.25910600,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.293973,-7.259106",https://twitter.com/mooncoingaa,30.00,1333.30,239.00,false,0,
Moorefield,,53.17250200,-6.85137500,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.172502,-6.851375",https://twitter.com/moorefieldgaa,109.00,862.00,263.00,false,0,
Mostrim,Devine Park,53.69286100,-7.61594100,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.692861,-7.615941",https://twitter.com/mostrimgaa,91.00,958.90,270.00,false,0,
Mountbellew - Moylough,,53.47373100,-8.50421900,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.473731,-8.504219",https://twitter.com/mtbmoygaa,62.00,1075.40,264.00,false,0,
Mountcollins,,52.34146100,-8.97879900,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.341461,-8.978799",https://twitter.com/gaamountcollins,125.00,1027.40,257.00,false,0,
Mount Leinster Rangers,,52.59044900,-6.91204000,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.590449,-6.91204",https://twitter.com/mlrangers,66.00,1025.90,250.00,false,0,
Mountmellick,Páirc Acragar,53.10363200,-7.30388800,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.103632,-7.303888",https://twitter.com/mountmellickgaa,80.00,867.00,257.00,false,0,
Mountnugent GAA,Mountnugent GAA Grounds,53.80593400,-7.21951500,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.805934,-7.219515",https://twitter.com/mountnugentgfc,90.00,955.92,274.00,false,0,
Mount Sion,,52.26124100,-7.13261000,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.261241,-7.13261",https://twitter.com/mountsiongaa,68.00,1240.40,236.00,false,0,
Moville GAA,Carrick Field,55.19393100,-7.02327000,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=55.193931,-7.02327",https://twitter.com/movillegaa,45.00,988.21,296.00,false,0,
Moy,,52.90674800,-9.33658300,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.906748,-9.336583",https://twitter.com/moyladiesgaa,63.00,1526.40,282.00,false,0,
Moycarkey-Borris,Littleton,52.64250300,-7.74251200,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.642503,-7.742512",https://twitter.com/MoycarkeyBorris,114.00,923.50,248.00,false,0,
Moygownagh GAA,Fr Gilroy Memorial Park,54.16584900,-9.34633700,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.165849,-9.346337",https://twitter.com/moygownaghgaa,42.00,1211.50,286.00,false,0,
Moylagh,,53.72042700,-7.14501300,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.720427,-7.145013",https://twitter.com/kilskyremoylagh,136.00,951.10,266.00,false,0,
Moyle Rovers,,52.40043900,-7.69294600,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.400439,-7.692946",,63.00,985.10,247.00,false,0,
Moynalty,,53.78080000,-6.87520400,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.7808,-6.875204",https://twitter.com/moynaltygfc,66.00,959.60,259.00,false,0,
Moynalvey,,53.46926900,-6.66457500,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.469269,-6.664575",https://twitter.com/moynalveygfc,90.00,824.80,244.00,false,0,
Moyne-Templetuohy,Templetuohy GAA Pitch,52.78388400,-7.72173600,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.783884,-7.721736",,130.00,847.70,243.00,false,0,
Moyvane,,52.49912000,-9.37723300,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.49912,-9.377233",https://twitter.com/moyvanegaa,46.00,1309.70,275.00,false,0,
Muckalee,,52.74634500,-7.17960600,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.746345,-7.179606",,190.00,954.80,257.00,false,0,
Muintir Bháire,,51.61908400,-9.52659700,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.619084,-9.526597",,5.00,1796.10,277.00,false,0,
Mullagh GAA,,53.22328400,-8.39736600,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.223284,-8.397366",https://twitter.com/mullaghgaa,90.00,1011.70,257.00,false,0,
Mullahoran Dreadnoughts,Our Lady of Lourdes Park,53.83517300,-7.43916600,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.835173,-7.439166",https://twitter.com/mullahorangaa,75.00,1015.18,291.00,false,0,
Mullinavat,Mullinavat GAA,52.36640500,-7.17589500,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.366405,-7.175895",https://twitter.com/gaamullinavat,55.00,1217.50,235.00,false,0,
Mullingar Shamrocks,,53.53070900,-7.33215400,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.530709,-7.332154",https://twitter.com/mullingarshams,92.00,939.80,265.00,false,0,
Multyfarnham,,53.62384500,-7.38613300,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.623845,-7.386133",https://twitter.com/multygaa,63.00,981.40,266.00,false,0,
Mungret/St. Pauls,,52.63461200,-8.68834800,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.634612,-8.688348",https://twitter.com/mungretgaa,15.00,1055.40,257.00,false,0,
Munterconnacht GAA,St. Bartholomew's Park,53.79350400,-7.06672500,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.793504,-7.066725",https://twitter.com/munchiegfc,118.00,991.22,280.00,false,0,
Murroe/Boher,,52.65174300,-8.40020000,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.651743,-8.4002",https://twitter.com/murroeboher,83.00,1162.60,263.00,false,0,
Naas,,53.22957700,-6.66306500,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.229577,-6.663065",https://twitter.com/naasgaa,86.00,804.30,262.00,false,0,
Na Dubh Ghall GAA,,53.40002000,-6.13482600,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.40002,-6.134826",https://twitter.com/nadubhghall,2.00,931.70,241.00,false,0,
Na Fianna GAA,,53.37476900,-6.26431900,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.374769,-6.264319",https://twitter.com/clgNaFianna,22.00,817.40,238.00,false,0,
"Na Fianna GAA, Coalisland",Fr. Peter Campbell Park,54.54327300,-6.69051700,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.543273,-6.690517",https://twitter.com/nafianna1903,52.00,886.13,279.00,false,0,
"Na Fianna GAA, Enfield",,53.41099200,-6.82206100,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.410992,-6.822061",https://twitter.com/nafiannameath,78.00,883.80,246.00,false,0,
"Na Fianna GAA, Enfield",Baconstown,53.44772400,-6.81086900,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.447724,-6.810869",https://twitter.com/nafiannameath,93.00,872.20,249.00,false,0,
"Na Fianna GAA, Middletown",P.J. O'Neill Park,54.29660800,-6.84708100,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.296608,-6.847081",https://twitter.com/middletowngac,61.00,878.11,280.00,false,0,
Na Gaeil,,52.28230100,-9.68973600,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.282301,-9.689736",https://twitter.com/nagaeilgaa,23.00,1354.50,277.00,false,0,
Na Gaeil Óga CLG,St. Catherine's Park,53.36620200,-6.46629300,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.366202,-6.466293",https://twitter.com/nagaeiloga,48.00,770.80,245.00,false,0,
Na Magha GAA,Páirc na Magha,55.03424200,-7.29988600,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=55.034242,-7.299886",https://twitter.com/namaghaclg,73.00,1017.99,293.00,false,0,
Naomh Abán,,51.94370500,-9.16097400,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.943705,-9.160974",https://twitter.com/naomhabangaa,123.00,1495.20,253.00,false,0,
"Naomh Barróg GAA, Kilbarrack",,53.38977900,-6.15130600,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.389779,-6.151306",https://twitter.com/nbarrog,9.00,931.70,241.00,false,0,
"Naomh Brd GAA, Ballintra/Laghey",Páirc Naomh Bríd,54.59966300,-8.10129800,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.599663,-8.101298",https://twitter.com/naomhbridgaa,41.00,1496.10,303.00,false,0,
Naomh Bríd,Superbowl,52.73900100,-6.98256000,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.739001,-6.98256",https://twitter.com/naomhbridhc,46.00,878.00,245.00,false,0,
"Naomh Colmcille GAA, Coalisland/Clonoe",Páirc Chlochóg,54.53822000,-6.64946900,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.53822,-6.649469",https://twitter.com/naomhcolumcille,15.00,886.13,279.00,false,0,
"Naomh Colmcille GAA, Newtowncunningham",Páirc Cholm Cille,54.99972100,-7.51984100,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.999721,-7.519841",https://twitter.com/naomh_colmcille,,1034.63,296.00,false,0,
"Naomh Columba GAA, Glencolumbkille",Páirc na nGael,54.71061700,-8.73238400,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.710617,-8.732384",https://twitter.com/clgnaomhcolumba,2.00,1709.18,309.00,false,0,
"Naomh Conall GAA, Glenties",Davy Brennan Memorial Park,54.79420100,-8.29656400,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.794201,-8.296564",https://twitter.com/naomhconaillgaa,37.00,1596.27,309.00,false,0,
Naomh Eanna GAA,Páirc Uí Shíocháin,52.68177200,-6.27438400,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.681772,-6.274384",https://twitter.com/naomheannagaa,71.00,1015.30,240.00,false,0,
Naomh Eoin,,52.59626000,-9.77903300,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.59626,-9.779033",https://twitter.com/naomheoingaa,44.00,1332.20,288.00,false,0,
"Naomh Eoin Hurling, Sligo",Dick Kent Park,54.26512000,-8.50063500,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.26512,-8.500635",https://twitter.com/naomheoinhurl,31.00,1337.80,291.00,false,0,
"Naomh Eoin, Myshall",,52.68734900,-6.78710000,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.687349,-6.7871",https://twitter.com/naomheoincarlow,100.00,956.40,253.00,false,0,
"Naomh Feichin GAA, Clifden",,53.49157000,-10.01620000,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.49157,-10.0162",https://twitter.com/naomhfeichin,41.00,1901.30,298.00,false,0,
Naomh Fionnbarra GAA,Pope John Paul Park,53.36790200,-6.30540200,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.367902,-6.305402",https://twitter.com/naomhfionnbarra,40.00,817.40,238.00,false,0,
Naomh Fionnbarra GAA,John Markey Park,53.87245600,-6.34421300,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.872456,-6.344213",,14.00,859.10,245.00,false,0,
"Naomh Mairtin GAA, Monasterboice",,53.76914800,-6.39743000,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.769148,-6.39743",https://twitter.com/naomhmairtin,131.00,839.10,254.00,false,0,
Naomh Malachi GAA,,54.04588500,-6.56393800,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=54.045885,¬†-6.563938",https://twitter.com/naomhmalachi,97.00,930.50,255.00,false,0,
"Naomh Mearnóg GAA, Portmarnock",,53.43781000,-6.14438000,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.43781,-6.14438",https://twitter.com/naomhmearnog?,22.00,833.30,241.00,false,0,
"Naomh Muire GAA, Lower Rosses",The Banks,55.03030200,-8.37084000,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=55.030302,-8.37084",https://twitter.com/naomhmuire,1.00,1828.71,308.00,false,0,
Naomh Olaf GAA,,53.28123400,-6.22335700,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.281234,-6.223357",https://twitter.com/NaomhOlaf,85.00,1097.40,250.00,false,0,
"Naomh Pádraig GAA, Clonbur",,53.54978000,-9.37765000,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.54978,-9.37765",https://twitter.com/clonburgaa,30.00,1279.20,263.00,false,0,
"Naomh Pádraig GAA, Lifford",Bernard McDermott Memorial Park,54.83820100,-7.47892000,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.838201,-7.47892",,-1.00,1025.61,294.00,false,0,
"Naomh Pádraig GAA, Malin",Connolly Park,55.29769400,-7.26207500,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=55.297694,-7.262075",,7.00,1277.80,301.00,false,0,
"Naomh Pádraig GAA, Muff","Muff GAA Grounds, Ture",55.09459900,-7.23112700,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=55.094599,-7.231127",https://twitter.com/naomhpadraiggaa,7.00,984.60,293.00,false,0,
Naomh Pól,Páirc Reinhardt,52.25058600,-7.13236700,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.250586,-7.132367",,35.00,1240.40,236.00,false,0,
"Naomh Teagáin GAA, Kiltegan ",,52.90262000,-6.60674600,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.90262,-6.606746",,140.00,1087.30,270.00,false,0,
"Naomh Ultan GAA, Dunkineely",Páirc Naomh Ultan,54.63358900,-8.34861400,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.633589,-8.348614",https://twitter.com/naomhultangaa,38.00,1496.80,301.00,false,0,
"Na Piaraigh GAA, Dundalk",,53.98635700,-6.37321200,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.986357,-6.373212",https://twitter.com/napsofficial,2.00,869.50,248.00,false,0,
Na Piarsaigh,,51.91759700,-8.49852200,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.917597,-8.498522",https://twitter.com/NaPiarsaighCork,65.00,1271.00,243.00,false,0,
Na Piarsaigh,Páirc na Piarsaigh,52.66982600,-8.67014000,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.669826,-8.67014",https://twitter.com/NapGAA,1.00,1124.40,269.00,false,0,
Na Rossa,Dooey Park,54.86595000,-8.37599900,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.86595,-8.375999",https://twitter.com/narossa76,4.00,1764.53,310.00,false,0,
Nemo Rangers,Trabeg,51.87564800,-8.45120200,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.875648,-8.451202",https://twitter.com/nemorangersgaa,6.00,1336.60,234.00,false,0,
Nenagh Éire Óg,MacDonagh Park,52.86684000,-8.21515800,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.86684,-8.215158",https://twitter.com/nenagheireog,55.00,929.70,246.00,false,0,
Newcastle,Páirc O hAilleanain,52.27193300,-7.80683000,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.271933,-7.80683",https://twitter.com/newcastlegaa,38.00,1234.00,267.00,false,0,
Newcastle GAA,,53.06995600,-6.05817700,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=53.069956,-6.058177",,12.00,1110.70,246.00,false,0,
Newcastle West,,52.45265400,-9.06543000,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.452654,-9.06543",https://twitter.com/ncwgaa,64.00,1078.80,259.00,false,0,
Newcestown,,51.78108100,-8.86366400,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.781081,-8.863664",https://twitter.com/newcestowngaa,138.00,1390.00,237.00,false,0,
Newmarket,,52.21318300,-8.98272000,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.213183,-8.98272",https://twitter.com/newmarketgaa,184.00,1025.60,247.00,false,0,
Newmarket on Fergus,,52.76034500,-8.88940600,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.760345,-8.889406",https://twitter.com/nofgaa,16.00,1067.00,258.00,false,0,
Newport,Lacken Park,52.70781800,-8.39553900,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.707818,-8.395539",https://twitter.com/tulachsheasta1,81.00,1221.20,265.00,false,0,
Newry Shamrocks,Páirc Esler,54.16309300,-6.33468900,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.163093,-6.334689",https://twitter.com/shamrocksnewry,3.00,980.99,287.00,false,0,
Newtown/Ballydurn,,52.23865000,-7.39392600,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.23865,-7.393926",https://twitter.com/newtownballydur,139.00,1333.30,239.00,false,0,
Newtown Blues GAA,,53.72657400,-6.32458000,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.726574,-6.32458",https://twitter.com/newtownblues,21.00,839.10,254.00,false,0,
Newtown GAA,,53.08065800,-6.11612900,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=53.080658,-6.116129",https://twitter.com/newtown_gaa,102.00,1133.80,254.00,false,0,
Newtownshandrum,,52.34515200,-8.76957500,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.345152,-8.769575",https://twitter.com/Newtownshandrum,131.00,956.80,254.00,false,0,
Nobber GAA,,53.81921100,-6.74572700,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.819211,-6.745727",https://twitter.com/nobbergfc,57.00,877.10,249.00,false,0,
Nurney,,53.10416400,-6.94014400,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.104164,-6.940144",https://twitter.com/nurneygaa,72.00,860.00,256.00,false,0,
O'Callaghans Mills,,52.80344900,-8.75574600,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.803449,-8.755746",https://twitter.com/ocmillsgaa,32.00,1216.80,265.00,false,0,
"O'Connell's GAA, Castlebenningham",,53.89448400,-6.38673300,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.894484,-6.386733",https://twitter.com/gfcoconnells,14.00,859.10,245.00,false,0,
"O'Connell's GAA, Derrylin",O'Connell Park,54.20419500,-7.57596200,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.204195,-7.575962",https://twitter.com/derrylingfc,57.00,1044.66,288.00,false,0,
"O'Connell's GAA, Tullysaran",O'Connell Park,54.39098200,-6.74207800,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.390982,-6.742078",,47.00,871.79,277.00,false,0,
"O'Connor's GAA, Glack",Brolly Park,55.02350900,-7.03082200,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=55.023509,-7.030822",https://twitter.com/glackgaa,96.00,1105.93,288.00,false,0,
O'Currys,,52.62180600,-9.64582900,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.621806,-9.645829",https://twitter.com/ocurrysgaa,26.00,1332.20,288.00,false,0,
O Dempseys,Old Pound,53.11847100,-7.14639900,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.118471,-7.146399",https://twitter.com/odempseysgfc,82.00,815.90,248.00,false,0,
O Donovan Rossa,,51.55466800,-9.27132400,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.554668,-9.271324",https://twitter.com/rossagaa,5.00,1643.70,260.00,false,0,
"O'Donovan Rossa's GAA, Ardboe",Michael Coney Park,54.61417200,-6.55191900,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.614172,-6.551919",https://twitter.com/ardboegfc,32.00,857.65,274.00,false,0,
"O'Donovan Rossa's GAA, Magherafelt",Rossa Park,54.75856400,-6.59850600,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.758564,-6.598506",https://twitter.com/rossagaelsderry,51.00,954.31,288.00,false,0,
"O'Donovan Rossa's GAA, Mullaghbrack",Pitch Unnamed,54.30277400,-6.53627400,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.302774,-6.536274",,135.00,932.25,281.00,false,0,
"O'Donovan Rossa's GAC, Belfast",Rossa Park,54.57464000,-6.00629400,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.57464,-6.006294",https://twitter.com/RossaGACBelfast,63.00,977.48,278.00,false,0,
"O'Dwyers, Balbriggan",,53.61720300,-6.19589300,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.617203,-6.195893",https://twitter.com/odwyersgaa,19.00,764.10,250.00,false,0,
"O'Dwyer's GAA, Coa",Coa GAA Grounds,54.40243000,-7.53701400,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.40243,-7.537014",https://twitter.com/coaodwyers,166.00,1077.25,294.00,false,0,
Offaly GAA,O'Connor Park,53.28022800,-7.49166600,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.280228,-7.491666",,64.00,953.90,252.00,false,0,
Offaly GAA,St Brendan's Park,53.09129200,-7.91118000,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.091292,-7.91118",,51.00,914.70,258.00,false,0,
Ogonnelloe,,52.87223100,-8.45745700,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.872231,-8.457457",https://twitter.com/ogonnelloehc,49.00,1082.90,257.00,false,0,
"Ógra Cholmcille GAA, Drummullan",Ógra Park,54.64389900,-6.66594800,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.643899,-6.665948",https://twitter.com/ogracolmcille,37.00,1008.76,292.00,false,0,
O'Hanrahan's,,52.84659200,-6.91238600,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.846592,-6.912386",https://twitter.com/ohanrahans,62.00,877.20,242.00,false,0,
"Oisín's GAA, Glenariffe",McAllister/McVeigh Memorial Park,55.05484494,-6.05173517,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=55.05484494,-6.05173517",https://twitter.com/oisinsclg,189.00,1155.06,297.00,false,0,
Oldcastle GAA,,53.74570200,-7.17382600,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.745702,-7.173826",https://twitter.com/oldcastlegfc,102.00,951.10,266.00,false,0,
Old Christians,,52.64530400,-8.62406800,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.645304,-8.624068",https://twitter.com/ocgaaclub,8.00,1099.30,259.00,false,0,
Old Leighlin,Molaise Park,52.73792500,-7.02045300,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.737925,-7.020453",https://twitter.com/oldleighlingfc,82.00,964.90,258.00,false,0,
